order_id,customer_id,product_id,quantity,price,order_date
735,43,144,1,296.05,2025-09-10
736,435,19,4,95.07,2025-01-13
737,237,192,4,104.79,2024-05-22
738,414,87,5,153.2,2025-10-16
739,333,30,1,190.64,2024-07-17
740,169,174,5,248.83,2024-02-11
741,66,101,2,137.08,2024-03-04
742,348,198,4,178.22,2025-07-20
743,79,25,1,34.55,2025-01-30
744,415,133,2,160.23,2025-07-18
745,482,197,5,43.43,2025-02-28
746,221,144,1,296.05,2025-09-24
747,278,124,4,58.39,2024-10-09
748,330,133,4,160.23,2024-04-17
749,472,111,4,137.32,2025-02-09
750,374,25,1,34.55,2024-05-17
751,117,13,5,152.62,2024-03-16
752,127,63,4,171.68,2024-02-16
753,202,79,1,276.58,2024-07-19
754,471,114,4,185.61,2024-10-24
755,137,88,3,28.75,2024-03-14
756,14,171,1,260.38,2025-08-11
757,123,193,4,24.52,2025-05-18
758,181,81,1,122.0,2025-10-26
759,374,113,3,275.31,2025-06-04
760,261,142,4,113.99,2025-03-13
761,140,89,4,62.79,2023-12-25
762,272,8,2,299.91,2024-08-17
763,422,18,5,228.48,2025-09-19
764,166,187,3,244.41,2024-06-08
765,339,116,2,83.36,2025-09-18
766,453,186,5,150.58,2025-09-21
767,91,44,4,12.61,2024-04-08
768,241,46,1,18.39,2024-07-07
769,497,108,2,187.88,2023-12-11
770,262,49,3,243.1,2025-03-09
771,108,84,5,27.59,2025-07-24
772,256,169,4,222.31,2024-11-10
773,426,178,2,216.5,2025-01-01
774,33,42,3,122.84,2025-07-11
775,307,47,2,32.9,2024-11-23
776,32,47,2,32.9,2024-05-09
777,47,51,1,154.18,2024-07-08
778,85,165,1,269.89,2024-08-23
779,473,100,1,28.93,2024-02-01
780,261,137,5,84.4,2023-12-22
781,301,14,4,148.25,2025-02-14
782,119,186,1,150.58,2025-05-01
783,464,80,4,102.06,2025-06-05
784,356,155,5,277.53,2025-09-29
785,270,114,3,185.61,2024-03-10
786,278,54,1,134.16,2024-04-25
787,156,63,4,171.68,2024-10-10
788,189,162,2,76.8,2025-07-12
789,297,14,3,148.25,2024-09-24
790,91,82,4,296.88,2025-06-15
791,271,197,4,43.43,2024-08-25
792,250,171,4,260.38,2024-04-08
793,380,75,1,171.55,2025-10-16
794,271,93,2,20.63,2024-11-22
795,417,59,1,216.0,2024-09-30
796,130,155,1,277.53,2024-02-29
797,88,79,4,276.58,2024-05-08
798,113,182,5,213.3,2023-12-16
799,191,156,1,138.8,2025-06-28
800,100,108,2,187.88,2025-08-14
801,362,166,2,55.91,2024-01-26
802,122,137,3,84.4,2025-11-06
803,181,10,4,64.27,2024-07-24
804,374,31,4,65.52,2025-03-03
805,435,106,3,58.94,2025-04-26
806,128,190,4,139.51,2025-08-25
807,490,119,2,226.97,2024-03-06
808,192,19,3,95.07,2024-09-13
809,210,184,2,187.15,2024-12-06
810,107,40,4,138.64,2025-01-05
811,145,192,2,104.79,2025-04-18
812,147,65,1,130.28,2024-06-29
813,239,191,4,228.4,2024-04-15
814,103,181,1,201.38,2025-08-30
815,193,6,4,189.5,2024-01-09
816,424,157,4,56.42,2023-12-06
817,257,90,3,170.4,2025-08-24
818,145,25,4,34.55,2024-08-19
819,77,52,4,55.43,2025-09-08
820,354,137,5,84.4,2024-07-22
821,154,18,2,228.48,2025-10-22
822,371,168,1,12.98,2023-12-02
823,197,47,5,32.9,2025-08-25
824,122,66,2,212.04,2025-11-24
825,332,69,4,214.22,2024-03-13
826,429,58,5,297.13,2025-03-23
827,411,150,2,209.97,2024-01-12
828,324,127,1,207.78,2025-08-30
829,257,163,2,117.02,2025-09-02
830,440,152,3,92.07,2024-11-13
831,199,40,1,138.64,2024-09-21
832,249,63,2,171.68,2024-02-09
833,136,124,2,58.39,2025-10-30
834,83,63,2,171.68,2025-09-30
835,464,154,3,250.52,2024-12-08
836,92,59,2,216.0,2024-01-15
837,332,150,4,209.97,2024-11-06
838,370,29,1,223.7,2025-09-06
839,487,59,5,216.0,2025-11-10
840,318,28,2,13.03,2025-01-20
841,137,66,2,212.04,2025-04-17
842,224,20,3,169.8,2025-06-08
843,422,29,4,223.7,2025-06-29
844,394,65,5,130.28,2025-04-10
845,366,188,1,261.14,2025-10-13
846,273,132,3,201.56,2025-10-07
847,405,26,3,102.99,2024-04-08
848,446,132,4,201.56,2025-06-27
849,459,52,2,55.43,2024-03-01
850,459,88,4,28.75,2024-12-26
851,471,69,1,214.22,2025-10-31
852,22,2,3,193.22,2024-03-25
853,345,199,2,83.67,2025-08-20
854,455,148,2,258.69,2024-04-22
855,373,147,2,158.27,2025-09-24
856,260,188,2,261.14,2024-05-15
857,297,146,1,287.79,2024-02-24
858,481,116,3,83.36,2024-02-11
859,327,8,5,299.91,2025-05-14
860,361,197,3,43.43,2025-07-23
861,479,21,1,261.93,2025-02-17
862,346,6,5,189.5,2025-07-24
863,223,152,2,92.07,2025-03-05
864,205,160,1,79.31,2025-05-26
865,321,85,4,256.69,2025-05-17
866,1,47,1,32.9,2024-08-28
867,239,128,3,202.65,2025-04-01
868,384,106,5,58.94,2024-04-25
869,439,78,3,204.05,2023-12-05
870,121,87,3,153.2,2024-06-24
871,238,2,3,193.22,2025-08-14
872,269,113,1,275.31,2025-02-19
873,47,8,5,299.91,2024-09-30
874,137,56,4,184.84,2025-06-05
875,115,193,1,24.52,2024-08-02
876,304,33,3,127.12,2025-05-25
877,258,3,1,216.27,2024-06-01
878,361,142,1,113.99,2024-07-23
879,73,161,2,266.65,2025-03-01
880,302,4,1,265.85,2025-10-21
881,189,32,5,252.03,2024-11-22
882,234,48,2,191.49,2025-02-14
883,367,161,4,266.65,2024-05-22
884,292,18,4,228.48,2024-08-15
885,432,83,5,76.7,2025-06-04
886,86,41,5,132.18,2024-03-24
887,221,44,1,12.61,2023-12-08
888,141,160,3,79.31,2024-12-02
889,126,137,1,84.4,2024-05-12
890,398,6,1,189.5,2025-05-12
891,468,130,2,95.02,2024-07-20
892,254,35,1,72.95,2024-03-10
893,271,187,1,244.41,2025-08-14
894,478,100,1,28.93,2025-05-18
895,176,62,1,228.02,2025-01-12
896,399,105,2,16.06,2025-07-04
897,350,43,4,226.19,2024-01-01
898,281,42,5,122.84,2024-11-19
899,39,92,1,265.82,2025-05-06
900,400,15,5,77.23,2025-01-15
901,382,97,5,255.64,2025-01-19
902,421,191,5,228.4,2024-07-20
903,40,19,4,95.07,2024-04-16
904,298,51,5,154.18,2024-02-16
905,158,85,4,256.69,2025-08-23
906,479,198,5,178.22,2024-01-13
907,307,137,2,84.4,2024-03-01
908,302,31,2,65.52,2023-11-28
909,438,182,5,213.3,2024-06-28
910,199,132,4,201.56,2024-02-12
911,362,146,4,287.79,2024-12-26
912,92,28,5,13.03,2024-03-14
913,120,151,3,237.47,2024-07-03
914,164,163,3,117.02,2025-06-03
915,135,102,4,225.32,2024-12-21
916,189,63,3,171.68,2025-06-03
917,328,35,4,72.95,2025-03-25
918,392,99,3,129.37,2024-09-13
919,65,118,2,117.29,2024-05-11
920,24,81,2,122.0,2025-11-09
921,392,120,2,231.28,2025-07-11
922,133,164,4,88.85,2024-12-21
923,224,79,5,276.58,2025-11-20
924,277,53,2,110.05,2024-07-29
925,436,15,2,77.23,2024-08-04
926,186,151,2,237.47,2024-09-29
927,58,97,4,255.64,2025-03-16
928,176,191,2,228.4,2025-03-08
929,110,97,4,255.64,2024-06-09
930,281,139,1,181.04,2024-04-25
931,351,150,1,209.97,2025-05-07
932,37,181,4,201.38,2025-10-30
933,19,74,2,183.4,2025-06-30
934,347,173,1,115.91,2025-03-09
935,423,92,3,265.82,2024-08-26
936,482,136,3,24.5,2024-08-23
937,101,52,5,55.43,2025-10-04
938,287,18,2,228.48,2023-12-30
939,298,100,1,28.93,2024-12-10
940,41,35,4,72.95,2024-09-12
941,110,146,2,287.79,2024-01-02
942,88,9,3,94.57,2025-10-22
943,462,96,2,290.66,2025-04-17
944,410,6,4,189.5,2025-02-14
945,67,108,1,187.88,2024-10-07
946,498,118,5,117.29,2024-10-29
947,35,172,1,68.3,2025-03-31
948,184,26,4,102.99,2025-02-10
949,110,112,5,95.91,2023-12-26
950,16,40,2,138.64,2024-11-09
951,432,115,3,56.7,2025-06-27
952,377,177,3,28.39,2025-11-15
953,119,119,5,226.97,2025-03-29
954,370,64,1,125.81,2025-10-24
955,113,103,5,268.18,2024-06-13
956,305,167,4,64.1,2025-07-13
957,260,174,3,248.83,2025-07-03
958,414,54,5,134.16,2025-02-28
959,332,7,5,186.49,2025-05-12
960,176,180,2,276.9,2024-08-20
961,231,175,4,16.61,2025-06-05
962,421,62,2,228.02,2024-09-15
963,492,60,2,258.87,2024-12-04
964,21,197,1,43.43,2024-10-27
965,482,163,2,117.02,2025-08-12
966,346,179,4,83.71,2024-07-09
967,143,167,5,64.1,2025-04-30
968,129,137,2,84.4,2024-03-31
969,81,140,3,68.87,2025-04-19
970,205,116,3,83.36,2025-03-11
971,189,178,2,216.5,2025-01-22
972,373,59,2,216.0,2025-07-17
973,98,200,5,155.06,2025-07-23
974,41,80,2,102.06,2025-02-08
975,3,162,1,76.8,2024-07-14
976,26,38,3,202.09,2023-12-16
977,466,82,4,296.88,2024-01-31
978,369,35,4,72.95,2024-01-02
979,124,163,5,117.02,2025-05-01
980,408,76,3,91.97,2024-08-23
981,478,171,5,260.38,2024-02-22
982,66,44,4,12.61,2024-02-02
983,292,60,5,258.87,2023-12-17
984,264,104,1,127.9,2024-10-03
985,174,58,5,297.13,2024-01-08
986,136,126,1,287.49,2024-10-12
987,237,180,2,276.9,2024-10-18
988,377,7,1,186.49,2024-07-05
989,428,198,2,178.22,2025-07-29
990,185,28,3,13.03,2025-09-23
991,352,44,3,12.61,2025-09-17
992,353,56,1,184.84,2024-12-29
993,434,93,3,20.63,2024-01-14
994,367,121,3,191.26,2024-10-20
995,12,173,5,115.91,2025-05-05
996,11,16,3,296.13,2025-05-17
997,415,127,5,207.78,2024-03-19
998,472,188,3,261.14,2024-05-05
999,50,32,3,252.03,2025-07-19
1000,441,162,4,76.8,2024-11-04
1001,191,152,2,92.07,2024-06-30
1002,480,99,4,129.37,2024-08-11
1003,59,31,4,65.52,2025-10-29
1004,309,123,1,80.99,2024-06-11
1005,116,199,3,83.67,2024-08-31
1006,29,18,3,228.48,2025-09-19
1007,123,154,1,250.52,2025-10-28
1008,499,88,4,28.75,2023-12-18
1009,76,17,1,202.16,2024-10-17
1010,6,42,3,122.84,2023-12-29
1011,185,114,4,185.61,2024-11-29
1012,491,107,5,190.01,2024-03-09
1013,285,79,1,276.58,2024-01-24
1014,154,29,2,223.7,2025-03-29
1015,292,34,3,256.56,2025-03-17
1016,36,128,2,202.65,2024-08-26
1017,65,66,4,212.04,2024-02-16
1018,329,183,4,282.04,2024-02-18
1019,15,147,2,158.27,2024-07-04
1020,489,120,3,231.28,2025-05-06
1021,36,108,2,187.88,2025-02-21
1022,162,60,3,258.87,2024-06-11
1023,295,159,2,211.44,2024-07-28
1024,79,118,5,117.29,2025-04-24
1025,147,28,3,13.03,2025-07-07
1026,130,70,2,276.7,2025-11-03
1027,166,59,2,216.0,2024-05-16
1028,320,80,4,102.06,2024-03-17
1029,449,160,3,79.31,2025-07-10
1030,116,61,4,265.4,2024-01-13
1031,19,160,4,79.31,2024-09-26
1032,278,96,4,290.66,2025-06-18
1033,385,62,3,228.02,2025-11-09
1034,295,165,5,269.89,2024-10-26
1035,454,200,2,155.06,2024-09-13
1036,103,196,4,191.04,2024-08-21
1037,462,33,4,127.12,2025-05-23
1038,253,69,4,214.22,2025-09-24
1039,340,179,4,83.71,2024-05-17
1040,384,20,1,169.8,2024-10-07
1041,111,102,2,225.32,2023-11-27
1042,291,40,4,138.64,2024-05-06
1043,303,55,1,233.67,2025-01-14
1044,444,133,4,160.23,2024-02-17
1045,408,61,3,265.4,2024-10-27
1046,58,7,2,186.49,2025-06-22
1047,229,62,1,228.02,2024-05-12
1048,447,123,3,80.99,2023-12-05
1049,342,42,5,122.84,2024-06-22
1050,361,3,1,216.27,2024-07-10
1051,106,17,1,202.16,2025-03-24
1052,487,5,2,94.69,2024-03-08
1053,418,160,4,79.31,2025-02-01
1054,65,46,5,18.39,2025-07-24
1055,149,128,3,202.65,2024-10-18
1056,111,38,3,202.09,2025-01-06
1057,55,90,5,170.4,2024-06-20
1058,217,123,5,80.99,2025-10-26
1059,121,195,2,287.42,2024-03-25
1060,160,134,4,194.77,2024-07-23
1061,258,80,4,102.06,2025-11-15
1062,98,76,3,91.97,2024-10-27
1063,67,193,5,24.52,2024-03-11
1064,52,156,2,138.8,2024-08-06
1065,119,123,5,80.99,2025-07-08
1066,381,100,4,28.93,2025-08-08
1067,44,172,3,68.3,2025-01-27
1068,364,69,4,214.22,2023-12-24
1069,491,84,5,27.59,2024-06-10
1070,245,139,5,181.04,2025-10-24
1071,225,193,2,24.52,2024-09-03
1072,63,28,3,13.03,2025-02-07
1073,381,145,4,225.34,2025-10-21
1074,88,149,2,232.57,2025-04-20
1075,67,73,4,131.17,2025-08-26
1076,197,189,3,155.1,2023-12-23
1077,35,140,3,68.87,2024-02-19
1078,52,103,3,268.18,2025-03-04
1079,205,116,1,83.36,2024-06-20
1080,367,185,5,140.58,2024-04-09
1081,18,118,5,117.29,2025-01-15
1082,283,167,5,64.1,2024-07-13
1083,322,109,1,289.37,2025-01-25
1084,204,49,4,243.1,2025-05-02
1085,53,147,5,158.27,2024-05-10
1086,77,24,3,76.2,2025-08-17
1087,405,88,5,28.75,2024-03-17
1088,104,171,5,260.38,2025-11-22
1089,77,69,1,214.22,2024-10-22
1090,307,194,2,153.91,2024-12-19
1091,301,59,4,216.0,2025-09-17
1092,67,101,4,137.08,2025-09-26
1093,412,163,4,117.02,2025-11-04
1094,353,127,3,207.78,2024-10-05
1095,138,191,5,228.4,2024-05-24
1096,238,19,2,95.07,2024-05-15
1097,153,78,3,204.05,2024-08-08
1098,435,157,3,56.42,2025-02-22
1099,437,126,4,287.49,2024-06-25
1100,459,136,4,24.5,2025-11-23
1101,140,8,4,299.91,2024-09-06
1102,217,113,4,275.31,2024-05-26
1103,217,54,1,134.16,2025-07-31
1104,34,6,1,189.5,2025-06-06
1105,2,17,5,202.16,2024-09-14
1106,84,181,2,201.38,2025-04-02
1107,289,154,2,250.52,2025-11-19
1108,210,162,5,76.8,2024-03-09
1109,168,159,2,211.44,2024-11-11
1110,365,173,2,115.91,2024-07-30
1111,428,142,5,113.99,2024-07-20
1112,288,131,5,92.44,2025-11-24
1113,226,26,5,102.99,2024-10-03
1114,263,192,1,104.79,2024-11-15
1115,251,172,1,68.3,2024-10-30
1116,34,133,3,160.23,2025-10-07
1117,243,61,5,265.4,2025-10-28
1118,372,135,4,197.02,2025-06-15
1119,455,102,2,225.32,2025-07-18
1120,211,185,2,140.58,2024-02-06
1121,223,176,5,224.27,2025-02-10
1122,56,86,4,12.5,2024-06-25
1123,377,171,1,260.38,2025-07-02
1124,411,142,5,113.99,2024-08-07
1125,110,96,3,290.66,2025-07-10
1126,415,172,5,68.3,2024-04-01
1127,153,93,4,20.63,2024-08-17
1128,273,151,2,237.47,2024-12-29
1129,379,6,1,189.5,2025-11-01
1130,142,74,4,183.4,2024-05-10
1131,413,15,1,77.23,2024-12-15
1132,365,115,5,56.7,2025-07-07
1133,318,184,3,187.15,2025-01-24
1134,23,75,2,171.55,2025-07-03
1135,132,32,3,252.03,2024-10-01
1136,420,101,1,137.08,2025-07-27
1137,221,174,3,248.83,2025-02-03
1138,313,160,1,79.31,2025-01-11
1139,84,124,5,58.39,2025-06-29
1140,375,164,3,88.85,2025-09-06
1141,21,47,5,32.9,2024-06-01
1142,9,199,3,83.67,2024-06-27
1143,251,86,2,12.5,2025-04-29
1144,323,138,4,26.23,2025-09-20
1145,442,102,1,225.32,2024-03-15
1146,67,82,2,296.88,2025-11-07
1147,178,95,4,243.1,2024-10-17
1148,335,189,3,155.1,2024-04-28
1149,424,73,3,131.17,2024-01-18
1150,195,71,5,251.31,2023-11-26
1151,184,126,2,287.49,2025-11-21
1152,128,55,1,233.67,2025-01-09
1153,469,179,4,83.71,2024-11-27
1154,205,138,5,26.23,2024-06-18
1155,87,200,4,155.06,2025-08-24
1156,225,157,2,56.42,2023-12-02
1157,358,18,4,228.48,2025-07-09
1158,34,179,4,83.71,2024-03-14
1159,225,119,3,226.97,2024-08-24
1160,406,59,3,216.0,2024-02-20
1161,468,19,2,95.07,2024-08-31
1162,13,196,1,191.04,2025-08-17
1163,177,169,1,222.31,2025-02-22
1164,186,129,5,283.85,2025-09-29
1165,484,132,4,201.56,2024-12-01
1166,478,159,2,211.44,2025-04-01
1167,256,31,1,65.52,2025-02-13
1168,21,178,3,216.5,2024-10-04
1169,10,23,4,76.23,2024-10-01
1170,64,187,2,244.41,2025-11-21
1171,139,112,1,95.91,2024-05-16
1172,309,44,5,12.61,2023-11-30
1173,222,52,4,55.43,2024-04-28
1174,259,34,4,256.56,2025-08-03
1175,9,103,1,268.18,2024-01-27
1176,53,129,4,283.85,2025-06-23
1177,22,45,2,79.31,2023-12-25
1178,159,31,5,65.52,2025-01-25
1179,303,1,4,185.96,2024-04-26
1180,178,96,2,290.66,2024-10-17
1181,436,16,3,296.13,2024-03-23
1182,222,114,5,185.61,2025-08-16
1183,198,25,5,34.55,2025-07-11
1184,216,83,5,76.7,2024-01-13
1185,161,193,5,24.52,2024-09-15
1186,179,172,5,68.3,2025-01-08
1187,368,132,3,201.56,2025-08-01
1188,238,64,3,125.81,2025-07-28
1189,170,168,4,12.98,2024-02-12
1190,437,164,5,88.85,2025-03-05
1191,430,125,2,247.3,2025-07-25
1192,500,104,2,127.9,2024-05-06
1193,246,13,4,152.62,2025-09-09
1194,40,53,5,110.05,2024-04-30
1195,260,54,4,134.16,2024-04-12
1196,367,163,3,117.02,2025-07-03
1197,47,199,3,83.67,2024-07-04
1198,251,82,5,296.88,2025-03-18
1199,401,21,5,261.93,2024-03-19
1200,3,134,1,194.77,2024-05-27
1201,488,31,1,65.52,2023-12-20
1202,43,91,1,167.71,2024-01-05
1203,212,15,1,77.23,2024-10-04
1204,360,189,5,155.1,2024-06-29
1205,208,10,5,64.27,2025-08-07
1206,474,100,1,28.93,2024-04-26
1207,61,116,4,83.36,2025-05-28
1208,157,155,2,277.53,2024-06-13
1209,247,124,2,58.39,2025-03-10
1210,387,60,2,258.87,2024-12-11
1211,455,178,3,216.5,2024-02-11
1212,465,153,2,242.7,2024-12-26
1213,141,57,3,230.97,2024-04-27
1214,310,100,3,28.93,2025-03-03
1215,235,119,3,226.97,2025-06-08
1216,419,139,1,181.04,2025-03-05
1217,34,117,3,266.42,2023-12-22
1218,412,171,1,260.38,2025-09-22
1219,203,192,3,104.79,2024-01-14
1220,448,194,3,153.91,2024-06-07
1221,358,168,1,12.98,2025-08-15
1222,145,129,1,283.85,2024-11-16
1223,302,177,2,28.39,2024-10-09
1224,431,52,2,55.43,2023-12-28
1225,62,150,3,209.97,2025-04-10
1226,452,173,5,115.91,2024-03-26
1227,195,31,4,65.52,2024-06-19
1228,261,70,3,276.7,2025-03-15
1229,233,133,5,160.23,2025-01-26
1230,197,12,2,15.21,2025-08-12
1231,91,133,3,160.23,2025-11-21
1232,366,24,1,76.2,2025-07-08
1233,260,192,3,104.79,2025-02-27
1234,397,161,4,266.65,2024-09-29
1235,24,129,3,283.85,2025-02-16
1236,221,149,1,232.57,2025-10-01
1237,302,140,5,68.87,2025-09-16
1238,140,147,2,158.27,2024-04-26
1239,235,130,4,95.02,2024-02-08
1240,494,109,4,289.37,2025-05-10
1241,358,152,4,92.07,2024-01-04
1242,27,195,4,287.42,2025-04-14
1243,187,187,2,244.41,2025-01-08
1244,51,2,5,193.22,2025-02-23
1245,100,121,4,191.26,2024-03-31
1246,168,163,5,117.02,2024-03-22
1247,43,16,3,296.13,2025-09-27
1248,248,175,1,16.61,2025-07-21
1249,479,66,4,212.04,2024-12-06
1250,130,87,4,153.2,2024-06-05
1251,321,120,2,231.28,2024-01-09
1252,206,161,5,266.65,2024-10-14
1253,441,170,5,165.66,2024-02-18
1254,188,108,2,187.88,2025-01-04
1255,342,192,1,104.79,2024-01-08
1256,29,197,3,43.43,2025-07-05
1257,66,128,5,202.65,2025-05-10
1258,413,69,3,214.22,2024-05-18
1259,282,157,3,56.42,2025-09-08
1260,124,163,2,117.02,2024-11-05
1261,114,124,1,58.39,2025-01-04
1262,433,6,4,189.5,2025-03-11
1263,387,103,2,268.18,2025-08-15
1264,452,37,3,49.73,2025-07-25
1265,320,72,2,249.6,2025-02-21
1266,184,139,2,181.04,2024-11-05
1267,83,59,2,216.0,2024-01-22
1268,370,7,3,186.49,2023-11-26
1269,9,36,3,170.8,2024-01-07
1270,448,151,4,237.47,2025-02-07
1271,95,39,4,190.16,2024-01-23
1272,68,10,5,64.27,2024-10-31
1273,169,97,2,255.64,2023-11-29
1274,88,23,5,76.23,2024-09-10
1275,336,63,3,171.68,2025-11-01
1276,223,173,3,115.91,2025-09-09
1277,286,26,1,102.99,2025-09-26
1278,366,197,4,43.43,2023-12-02
1279,226,129,2,283.85,2024-05-12
1280,138,114,4,185.61,2024-09-23
1281,17,52,1,55.43,2024-05-09
1282,462,50,5,145.02,2025-09-23
1283,4,172,3,68.3,2025-05-22
1284,340,174,5,248.83,2024-09-10
1285,440,74,1,183.4,2025-04-21
1286,433,11,3,224.57,2025-07-05
1287,78,129,2,283.85,2023-12-06
1288,128,165,5,269.89,2024-03-30
1289,350,97,2,255.64,2025-07-26
1290,231,70,2,276.7,2025-04-26
1291,472,93,3,20.63,2025-04-30
1292,34,18,4,228.48,2024-08-23
1293,453,166,3,55.91,2025-05-19
1294,447,159,3,211.44,2024-06-21
1295,370,77,5,294.08,2024-08-20
1296,428,189,1,155.1,2025-09-11
1297,356,82,1,296.88,2025-01-29
1298,4,28,1,13.03,2025-02-14
1299,488,42,4,122.84,2025-07-13
1300,269,12,2,15.21,2024-04-16
1301,4,53,1,110.05,2025-10-24
1302,17,162,3,76.8,2025-03-31
1303,262,61,2,265.4,2024-01-18
1304,274,23,4,76.23,2025-05-23
1305,186,106,5,58.94,2025-07-25
1306,150,9,2,94.57,2024-03-28
1307,121,108,1,187.88,2025-03-16
1308,459,26,4,102.99,2024-03-21
1309,118,115,4,56.7,2024-11-17
1310,230,80,3,102.06,2024-05-21
1311,428,138,4,26.23,2024-08-27
1312,309,85,3,256.69,2025-02-15
1313,290,151,3,237.47,2024-09-15
1314,205,158,1,263.13,2024-04-16
1315,456,173,4,115.91,2025-05-20
1316,108,119,2,226.97,2024-05-09
1317,364,146,1,287.79,2024-03-09
1318,307,117,1,266.42,2023-11-25
1319,135,30,5,190.64,2025-01-15
1320,292,29,3,223.7,2023-12-11
1321,412,109,3,289.37,2024-05-07
1322,421,34,5,256.56,2025-08-31
1323,273,69,3,214.22,2025-08-28
1324,98,17,2,202.16,2024-08-08
1325,142,53,3,110.05,2024-10-15
1326,255,194,2,153.91,2024-08-04
1327,215,166,2,55.91,2024-09-26
1328,374,91,4,167.71,2025-08-02
1329,16,169,2,222.31,2024-12-18
1330,135,155,2,277.53,2023-12-31
1331,45,123,4,80.99,2024-08-22
1332,329,85,4,256.69,2024-04-04
1333,91,19,3,95.07,2025-10-01
1334,156,3,4,216.27,2024-12-25
1335,498,35,3,72.95,2024-02-14
1336,8,188,3,261.14,2024-01-03
1337,292,137,3,84.4,2024-01-11
1338,189,55,3,233.67,2025-07-28
1339,112,154,3,250.52,2024-04-06
1340,150,121,4,191.26,2025-01-10
1341,268,57,2,230.97,2024-07-23
1342,414,132,1,201.56,2024-01-29
1343,270,136,5,24.5,2025-01-21
1344,202,178,3,216.5,2025-08-23
1345,235,120,4,231.28,2024-01-14
1346,137,86,1,12.5,2023-11-29
1347,133,143,5,164.03,2024-01-13
1348,375,185,2,140.58,2024-01-29
1349,498,112,5,95.91,2025-08-10
1350,487,164,4,88.85,2025-04-14
1351,310,191,3,228.4,2025-05-19
1352,380,163,3,117.02,2025-10-12
1353,474,54,4,134.16,2024-03-23
1354,310,52,1,55.43,2024-11-13
1355,206,41,3,132.18,2024-04-27
1356,36,198,3,178.22,2024-12-31
1357,487,27,3,33.89,2025-03-03
1358,177,66,3,212.04,2024-04-28
1359,23,16,3,296.13,2024-12-16
1360,142,7,1,186.49,2024-07-14
1361,275,189,5,155.1,2024-04-12
1362,447,20,2,169.8,2024-11-14
1363,7,166,4,55.91,2023-12-23
1364,270,62,5,228.02,2025-02-17
1365,113,26,5,102.99,2024-09-13
1366,266,31,4,65.52,2025-04-19
1367,315,179,4,83.71,2025-03-12
1368,257,28,5,13.03,2025-01-15
1369,284,32,3,252.03,2024-06-01
1370,432,49,2,243.1,2025-09-25
1371,77,69,1,214.22,2025-07-03
1372,473,129,3,283.85,2024-10-20
1373,461,195,1,287.42,2025-03-10
1374,33,88,2,28.75,2025-09-11
1375,351,16,3,296.13,2024-01-25
1376,442,100,5,28.93,2025-06-09
1377,283,120,1,231.28,2024-09-10
1378,263,142,3,113.99,2024-10-17
1379,144,48,4,191.49,2025-11-09
1380,96,92,2,265.82,2024-01-17
1381,110,49,3,243.1,2025-04-04
1382,197,115,4,56.7,2023-12-02
1383,44,13,2,152.62,2025-08-13
1384,119,123,1,80.99,2025-08-21
1385,205,129,2,283.85,2025-04-16
1386,328,55,2,233.67,2024-01-12
1387,329,92,2,265.82,2025-07-18
1388,33,196,5,191.04,2025-03-05
1389,456,82,2,296.88,2024-02-02
1390,29,134,3,194.77,2024-05-24
1391,104,139,5,181.04,2024-12-21
1392,451,108,1,187.88,2024-12-02
1393,99,13,3,152.62,2025-03-12
1394,498,95,5,243.1,2025-04-08
1395,244,108,1,187.88,2025-10-30
1396,432,188,1,261.14,2025-09-27
1397,494,188,1,261.14,2025-01-27
1398,117,114,3,185.61,2024-11-25
1399,158,86,5,12.5,2025-06-08
1400,114,82,4,296.88,2025-11-10
1401,169,142,2,113.99,2024-08-03
1402,24,123,3,80.99,2024-05-31
1403,298,68,1,87.2,2025-09-13
1404,310,73,3,131.17,2025-11-06
1405,223,93,5,20.63,2024-11-04
1406,66,11,2,224.57,2024-03-13
1407,436,85,2,256.69,2025-02-10
1408,128,44,2,12.61,2025-08-19
1409,204,197,5,43.43,2025-01-24
1410,358,28,4,13.03,2025-07-19
1411,324,164,2,88.85,2025-02-14
1412,85,147,2,158.27,2025-09-24
1413,144,24,3,76.2,2025-02-13
1414,441,129,1,283.85,2025-09-09
1415,147,81,1,122.0,2024-09-19
1416,289,140,4,68.87,2024-03-25
1417,130,176,2,224.27,2025-10-16
1418,356,42,1,122.84,2025-01-23
1419,468,24,5,76.2,2025-08-07
1420,365,102,3,225.32,2024-03-29
1421,407,156,4,138.8,2025-04-30
1422,346,110,4,272.58,2025-07-09
1423,331,105,2,16.06,2024-08-21
1424,175,132,1,201.56,2025-05-08
1425,29,94,1,102.67,2024-11-22
1426,16,11,3,224.57,2024-09-03
1427,433,23,4,76.23,2024-10-28
1428,273,136,1,24.5,2024-09-20
1429,285,125,1,247.3,2025-06-16
1430,200,56,1,184.84,2025-03-26
1431,302,115,1,56.7,2025-05-10
1432,254,14,4,148.25,2025-10-27
1433,110,47,2,32.9,2025-11-04
1434,257,10,3,64.27,2024-04-16
1435,295,76,2,91.97,2025-06-16
1436,457,89,4,62.79,2025-08-28
1437,170,119,1,226.97,2025-04-18
1438,52,2,3,193.22,2024-10-16
1439,499,28,2,13.03,2023-12-19
1440,399,85,5,256.69,2024-05-28
1441,183,152,4,92.07,2025-02-08
1442,80,98,1,115.64,2025-11-23
1443,439,58,1,297.13,2024-09-26
1444,362,70,4,276.7,2025-05-12
1445,191,119,4,226.97,2025-04-29
1446,53,41,2,132.18,2025-07-30
